"Category","Disease","Gene Symbol","Type","PMID","Source"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-16","miRNA","24418124  25242314  25511497  25738367  25773834  25954855  26082082  26373393  26722459  27047250  27430517  27748823  28060761  28497156  28758103  29110584  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-16-1","miRNA","20380575  21961478  23175429  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-16-2","miRNA","20380575  21961478  23175429  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-16-5p","miRNA","25140035  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-17","miRNA","19676043  19775293  20305691  20380575  20406893  20940405  21483847  21961478  23226946  23391506  23497354  23792642  25677619  26307768  28081732  28903422  29110584  29351283  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-17-5p","miRNA","22809292  28284220  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-18","miRNA","19676043  20305691  20406893  20940405  23249750  23533157  24657544  25452107  25677619  26356851  28123848  28903422  30257388  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181a","miRNA","20204284  27176932  27633853  27999452  28121023  28389242  29115595  30036882  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181a-2","miRNA","18710654  20353279  21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181a-5p","miRNA","32098627  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181b","miRNA","20219352  23554660  23645289  23810250  24691539  25151861  25633526  26283154  27938503  28459461  28501897  29115595  29251875  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181b-1","miRNA","18710654  20353279  22722712  23431408  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181b-2","miRNA","18710654  20353279  22722712  23431408  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181b-5p","miRNA","25140035  28284220  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181c","miRNA","20353279  21895872  25494473  26561204  26682928  26983574  29115595  29251875  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-181d","miRNA","20353279  22207524  22570426  25007077  26307768  28286260  28389653  29538610  29846701  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-182","miRNA","20406893  20472885  22788545  23006329  23252827  24203893  24390803  24404152  25838542  26506113  26622652  26978735  27246830  28137422  28184912  28284220  28956430  29251875  29655792  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-1825","miRNA","28475008  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-183","miRNA","20406893  21961478  23252827  23263745  25629978  26879754  27215622  28184912  30233327  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-184","miRNA","19775293  22844109  25216670  25277131  25888093  26464691  27999452  29422963  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-185","miRNA","21962230  22834685  26458593  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-186","miRNA","26231038  28351322  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-188","miRNA","29268818  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-18b","miRNA","20406893  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19","miRNA","29340016  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-1908","miRNA","26265437  29048686  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-191","miRNA","24438238  26406942  28178667  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-192","miRNA","28039611  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-193","miRNA","21483847  22809292  26307768  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-193b","miRNA","24496888  26857280  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-194","miRNA","26318304  28098896  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-195","miRNA","20444541  21435336  21895872  22217655  23383003  26537083  27574009  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-196","miRNA","20601442  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-196-1","miRNA","20229273  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-196-2","miRNA","20229273  27796868  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-196a","miRNA","20601442  25415048  26261539  27420607  29204839  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-196b","miRNA","21895872  22723849  23049982  27420607  27821299  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-197","miRNA","22674182  26081814  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-198","miRNA","24519663  28425046  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-199a","miRNA","25854175  27981547  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-199a-3p","miRNA","27981547  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19a","miRNA","19676043  20305691  20380575  20940405  23824915  25677619  27329239  28903422  29658967  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19a-3p","miRNA","25140035  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19b","miRNA","23824915  27572553  29658967  30480816  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19b-1","miRNA","20305691  20380575  20940405  25677619  28903422  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19b-2","miRNA","20305691  20380575  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-19b-3p","miRNA","25140035  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-20","miRNA","20305691  20406893  20940405  21483847  21961478  22381757  22809292  22825541  24704830  25677619  25960225  26307768  26320189  26337869  27242439  28284220  28903422  29625108  30268547  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-200","miRNA","23482671  23700324  27041571  28362995  30197535  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-200a","miRNA","24162743  30034253  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-200b","miRNA","21483847  22809292  23543137  24477653  24559637  25877314  26307768  26648487  27374173  27440205  27545608  28362995  30034253  30197535  30232806  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-200c","miRNA","25058589  26662382  27608897  30034253  30232806  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-203","miRNA","23813496  24270883  25515700  25871397  26233325  26678661  27467502  27484906  27820599  28040710  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-204","miRNA","23204229  25055875  26134825  28232157  28469392  30008822  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-205","miRNA","22159356  25736407  26230475  27574009  27999452  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-206","miRNA","21961478  24390803  27558109  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-208","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-208a-3p","miRNA","25140035  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-208b","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-20a-5p","miRNA","25140035  28284220  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-20b","miRNA","20406893  21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-21","miRNA","16024602  16039986  16466964  16885332  17028302  17531469  18591254  18829576  19013014  19559015  19934272  20048743  20380575  20514462  21278789  21618027  21636706  21895872  21937590  22335906  22353043  22492962  22528454  22630347  22709411  22753745  22766763  22891879  22922228  23077620  23104517  23174013  23201752  23482671  23732394  23810250  23904372  23907387  24012640  24161395  24205116  24326156  25007077  25059666  25279461  25305446  25394756  25446261  25452796  25510379  25572456  25582055  25625875  25628933  25861727  25903655  25991372  25991676  26109525  26121981  26142886  26284486  26307768  26344589  26433199  26473373  26558781  26559642  26701969  26799295  27047250  27079911  27166186  27277750  27355932  27504157  27508339  27531352  27757032  27909726  27999452  28060761  28109960  28208619  28410224  28423669  28431179  28547591  28727188  28840962  29023168  29110584  29228449  29228450  29316313  29340361  29559295  29713056  29949235  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-210","miRNA","23302469  24382515  24930954  25481483  25586423  25756397  29226333  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-211","miRNA","23183822  26152286  28551850  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-212","miRNA","25720694  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-214","miRNA","23187003  24277415  26722446  30179681  30794970  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-215","miRNA","18810376  26317904  26766590  27837373  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-216b","miRNA","29787989  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-218","miRNA","23338605  23950210  24368849  25042866  25773834  25943352  26012781  26133092  26385770  26572167  27999452  28039611  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-218-1","miRNA","22088371  22766851  23243056  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-218-2","miRNA","22088371  22766851  23243056  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-219","miRNA","22829753  26081620  28431179  29559295  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-22","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-22-3p","miRNA","31891366  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-miR-22-5p","miRNA","31891366  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-220a","miRNA","27572852  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-221","miRNA","17627278  18759060  19424584  19953484  20428775  20813046  21109963  21245048  21483847  21743492  22075712  22294051  22681957  22809292  23497354  24147153  24155920  24295494  24589600  24595467  24780067  25428536  25502291  25582055  25636684  25731730  26191177  26307768  26708164  27837435  28003306  28381184  29110584  29251875  29538610  30716314  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-222","miRNA","17627278  19424584  19520829  19953484  20428775  20813046  21109963  21483847  21743492  22075712  22681957  22809292  23099529  24147153  24155920  24295494  24412053  25428536  25502291  25582055  25636684  25731730  26307768  26320189  26370254  28091986  28284220  28381184  28938564  29076001  29251875  29723631  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-222-3p","miRNA","28284220  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-223","miRNA","23946414  23970099  24438238  28035389  30417218  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-224","miRNA","21961478  23263909  24785373  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-23a","miRNA","22674182  23865473  24305689  26307768  28060761  28758103  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-23b","miRNA","22745829  24002170  24503899  25007077  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-24","miRNA","25903655  28352781  29658967  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-24-1","miRNA","23142218  23254855  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-24-2","miRNA","23142218  23254855  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-25","miRNA","21961478  22431589  25960208  26209061  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-26a","miRNA","19487573  20080666  21435336  23870455  24140063  24211747  27363339  28431179  28499919  29658967  30408234  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-26a-1","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-26a-2","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-26b","miRNA","21264258  30124166  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-27a","miRNA","22614734  23254855  25777779  26164457  29658967  29723631  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-27b","miRNA","21922148  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-29","miRNA","21961478  24595468  25367878  25625222  27543358  28212562  28787434  29658967  30016785  30267383  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-296","miRNA","24438238  25415048  26898758  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-297","miRNA","24158111  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-299","miRNA","27345398  28531325  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-29b","miRNA","26155940  26318304  26620922  28423357  28787434  29176935  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-29b-1","miRNA","26180082  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-29b-2","miRNA","26240386  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-29c","miRNA","21961478  23744344  23943502  26450587  27440205  28787434  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30","miRNA","25840690  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-300","miRNA","24464870  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-301","miRNA","29076027  29434344  29949235  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-302","miRNA","20406893  21720384  25991553  28000880  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-302b","miRNA","20406893  21720384  28323865  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-302c","miRNA","20406893  21720384  26176806  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-302d","miRNA","20406893  21720384  28497156  28938564  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30a","miRNA","21178384  23348703  23383034  26255203  28192116  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30a-5p","miRNA","23606081  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30b","miRNA","26307768  26857280  30108445  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30c","miRNA","26307768  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30c-1","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30c-2","miRNA","21961478  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-30e","miRNA","22156201  25691332  27388765  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-31","miRNA","21483847  22089331  22809292  24380686  25903473  26164206  26307768  26310668  26801671  29521593  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-3125","miRNA","29136645  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-3125_st","miRNA","29136645  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-3163","miRNA","22074483  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-3189","miRNA","25645911  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-32","miRNA","22431589  28091986  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-320","miRNA","24435880  24858071  25901521  28758103  28934982  29417946  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-320a","miRNA","25117070  26502847  28160566  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-320c","miRNA","29438779  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-320d","miRNA","27862991  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-320e","miRNA","26035698  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-323","miRNA","26656446  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-323a","miRNA","23302469  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-323b","miRNA","23302469  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-324","miRNA","24706306  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-325","miRNA","30176759  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-326","miRNA","20667897  23292865  23302469  23869222  25173582  26183397  26307768  27871300  29110584  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-328","miRNA","23077581  24305703  25562367  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-329","miRNA","23866847  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-329-1","miRNA","23302469  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-329-2","miRNA","23302469  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-33","miRNA","25202981  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-330","miRNA","24736727  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-331","miRNA","24142150  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-331-3p","miRNA","29136645  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-331-3p_st","miRNA","29136645  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-335","miRNA","22172575  22644918  24737483  25129238  27880937  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-337","miRNA","24278004  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-338","miRNA","28431179  30225541  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-339","miRNA","19520829  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-340","miRNA","24858071  25817794  25831237  26799668  29417946  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-342","miRNA","21561454  23174013  25908172  28112756  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-342-3p","miRNA","23174013  28112756  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-345","miRNA","29434344  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-346","miRNA","26223576  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-34a","miRNA","19773441  20190569  20470934  21743299  22479456  22568628  22580610  22684560  22750848  22829753  23529798  24393844  24412053  24944883  25953448  26307768  27176117  27268916  27569663  28859546  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-34a-5","miRNA","26722228  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-34c","miRNA","24179539  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-361","miRNA","28184914  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-361-5p","miRNA","30214229  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-362","miRNA","29142892  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-363","miRNA","27495233  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-365","miRNA","28260020  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-367","miRNA","20406893  21720384  25991553  26261539  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-368","miRNA","28211798  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-370","miRNA","27138069  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-371a","miRNA","20406893  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-372","miRNA","23298385  25160587  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-373","miRNA","20406893  24438238  26858153  28617546  29310118  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-374","miRNA","30867694  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-375","miRNA","23103713  27440205  29110584  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-376","miRNA","26940843  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-376a","miRNA","23093778  28211798  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-376a-2","miRNA","23093778  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-376b","miRNA","28211798  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-377","miRNA","24951112  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-378","miRNA","26261592  29081036  29949160  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-381","miRNA","21435336  24404152  25605243  28956430  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-383","miRNA","23564324  25450356  25936342  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-384","miRNA","27058823  30038507  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-410","miRNA","22750473  27765628  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-422a","miRNA","28277190  29643013  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-423","miRNA","25869098  28381178  29928399  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-424","miRNA","30338805  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-425","miRNA","18765229  26307768  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-4284","miRNA","24732116  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-429","miRNA","26272601  28749077  30034253  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-431","miRNA","24584142  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-4443","miRNA","29643013  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-4489","miRNA","25954994  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-449","miRNA","25487955  26502848  27406588  29723631  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-451","miRNA","20647762  20816946  22205943  24714982  24899919  25773834  25833239  25937278  26164082  26433199  26464660  27476171  28440461  28629521  30180756  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-451a","miRNA","18765229  20227367  22179124  23367447  25629604  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-452","miRNA","21211035  27162664  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-454","miRNA","25190548  28815332  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-454-3p","miRNA","30413650  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-455","miRNA","20444541  24691539  26307768  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-4758","miRNA","29963264  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-483","miRNA","22465663  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-484","miRNA","25950799  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-485-3p","miRNA","28931080  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-486","miRNA","18765229  21737610  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-489","miRNA","29421578  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-491","miRNA","21831363  24747968  27905892  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-494","miRNA","24316134  25662849  26153143  30261490  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-494-3p","miRNA","29643013  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-495","miRNA","25759932  27220777  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-497","miRNA","22674182  27476114  27569294  30171955  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-499a","miRNA","29908894  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-500a","miRNA","30015879  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-500a-5p","miRNA","30015879  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-501","miRNA","30221699  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-502-5p","miRNA","29643013  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-503","miRNA","24378652  29164842  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-504","miRNA","22844109  25755767  26854715  28056026  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-505","miRNA","29906532  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-506","miRNA","26554866  26857280  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-508","miRNA","27003587  28121353  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-5096","miRNA","25978028  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-513c","miRNA","26063413  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-514a-3p","miRNA","25950799  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-518b","miRNA","26857280  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-519d","miRNA","29963264  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-520c","miRNA","28184932  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-520f","miRNA","26857280  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-520f-3p","miRNA","29643013  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-522","miRNA","25776496  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-524","miRNA","23924460  24194606  28778566  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-527","miRNA","29658967  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-539","miRNA","22074483  ","HMDD"
