"Category","Disease","Gene Symbol","Type","PMID","Source"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-542","miRNA","22871495  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-544a","miRNA","23205130  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-544b","miRNA","23205130  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-548","miRNA","26307768  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-548b-5p","miRNA","22674182  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-548x","miRNA","29136645  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-548x_st","miRNA","29136645  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-549a","miRNA","29643013  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-566","miRNA","24650032  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-574-3","miRNA","29417946  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-574-3p","miRNA","24435880  28758103  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-576","miRNA","24858071  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-576-5p","miRNA","29417946  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-577","miRNA","25764520  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-584","miRNA","25415048  25674221  29658967  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-589","miRNA","29267965  ","-"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-590","miRNA","26556542  28815332  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-590-3p","miRNA","29204839  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-592","miRNA","24203893  25950799  28718372  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-598","miRNA","29444745  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-599","miRNA","29424886  29963197  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-602","miRNA","24438238  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-603","miRNA","24994119  25681036  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-610","miRNA","27485527  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-612","miRNA","23924460  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-613","miRNA","28718378  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-615","miRNA","29605294  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-622","miRNA","25258251  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-625","miRNA","26309624  26806308  28979807  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-626","miRNA","24858071  29417946  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-628","miRNA","24194606  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-637","miRNA","25597410  27840895  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-638","miRNA","30010402  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-646","miRNA","28938564  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-650","miRNA","24062138  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-652","miRNA","29434344  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-656","miRNA","24480809  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-661","miRNA","26585488  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-663","miRNA","24523440  26717894  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-671","miRNA","30288057  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-675","miRNA","24466011  27981546  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-6798","miRNA","30349053  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-7","miRNA","18483236  24603851  24858071  25027403  25149532  25394492  27999452  28459998  29016934  29877083  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-7-1","miRNA","21912681  22040413  22120825  23373996  23404538  26573275  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-7-2","miRNA","21912681  22040413  22120825  23373996  23404538  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-7-3","miRNA","21912681  22040413  22120825  23373996  23404538  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-7-5p","miRNA","29417946  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-708","miRNA","23754151  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-744","miRNA","30366472  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-758","miRNA","30099442  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-767","miRNA","25415048  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-770","miRNA","27572852  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-873","miRNA","21912681  25670861  26323558  28583401  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-874-3p","miRNA","26321095  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-885","miRNA","21831363  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-9","miRNA","22829753  24122417  24436148  24691539  26082082  27036038  27975329  27999452  28060761  28430789  28758103  29137410  29434344  30233327  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-9-1","miRNA","21385897  21531766  21857646  23185366  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-9-2","miRNA","21385897  21531766  21857646  23185366  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-9-3","miRNA","21385897  21531766  21857646  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-92-1","miRNA","20940405  22895567  25677619  28903422  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-92-2","miRNA","22895567  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-92a","miRNA","25342742  27801803  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-92b","miRNA","22829753  23416699  23892108  24325785  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-93","miRNA","20406893  20956944  24721397  25277195  25823655  25869098  25908172  26307768  26449498  27185265  28440610  28815332  29434344  29762838  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-938","miRNA","25869098  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-95","miRNA","21912681  26165303  26307768  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-96","miRNA","23252827  24931370  26846266  28184912  ","CRMarkerHMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-98","miRNA","24392454  26502849  27999452  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-99a","miRNA","23298836  23409016  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","hsa-mir-99b","miRNA","27999452  ","HMDD"
"Neoplasms, Nerve Tissue","Glioma","let-7g-5p","miRNA","29417946  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","4EBP2","mRNA","30066885  ","-"
"Neoplasms, Nerve Tissue","Glioma","ABCA2","mRNA","17415208  ","-"
"Neoplasms, Nerve Tissue","Glioma","ABCG1","mRNA","26981778  ","-"
"Neoplasms, Nerve Tissue","Glioma","ABCG2","mRNA","19265662  ","-"
"Neoplasms, Nerve Tissue","Glioma","ACKR3","mRNA","32978390  ","-"
"Neoplasms, Nerve Tissue","Glioma","ACSS2","mRNA","25525878  28820290  ","-"
"Neoplasms, Nerve Tissue","Glioma","ACVR1","mRNA","24705251  24705252  24705254  24840074  32142668  ","-"
"Neoplasms, Nerve Tissue","Glioma","ADAM29","mRNA","28854171  ","-"
"Neoplasms, Nerve Tissue","Glioma","ADGRA2","mRNA","28288111  ","-"
"Neoplasms, Nerve Tissue","Glioma","ADGRL4","mRNA","23096411  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ADGRV1","mRNA","25511798  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ADSL","mRNA","28346452  ","-"
"Neoplasms, Nerve Tissue","Glioma","ADSS2","mRNA","28346452  ","-"
"Neoplasms, Nerve Tissue","Glioma","AGER","mRNA","32019861  ","-"
"Neoplasms, Nerve Tissue","Glioma","ALDH1A1","mRNA","29728268  ","-"
"Neoplasms, Nerve Tissue","Glioma","ALDH1A3","mRNA","26575197  29728268  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ALKBH5","mRNA","28344040  28399407  ","-"
"Neoplasms, Nerve Tissue","Glioma","AMPB","mRNA","24316889  ","-"
"Neoplasms, Nerve Tissue","Glioma","ANGPTL4","mRNA","25955030  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ANXA1","mRNA","28901452  ","-"
"Neoplasms, Nerve Tissue","Glioma","APEX1","mRNA","26895104  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","APNG","mRNA","23817353  ","-"
"Neoplasms, Nerve Tissue","Glioma","AQP1","mRNA","29245912  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","AQP4","mRNA","28423683  ","-"
"Neoplasms, Nerve Tissue","Glioma","AQP9","mRNA","18652774  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ARHGEF5","mRNA","24039914  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ARID1A","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","ARID1B","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","ARID2","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","ARL13B","mRNA","33855339  ","-"
"Neoplasms, Nerve Tissue","Glioma","ASCL1","mRNA","15272537  17146289  20677557  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","ATF3","mRNA","23746971  ","-"
"Neoplasms, Nerve Tissue","Glioma","ATF5","mRNA","20495567  ","-"
"Neoplasms, Nerve Tissue","Glioma","ATG4B","mRNA","29232556  ","-"
"Neoplasms, Nerve Tissue","Glioma","ATRX","mRNA","24705251  25668564  26618343  28755323  30635340  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","AVIL","mRNA","32651364  ","-"
"Neoplasms, Nerve Tissue","Glioma","B2M","mRNA","28805815  ","-"
"Neoplasms, Nerve Tissue","Glioma","BAIAP2","mRNA","31711240  ","-"
"Neoplasms, Nerve Tissue","Glioma","BCAN","mRNA","28695888  29654229  ","-"
"Neoplasms, Nerve Tissue","Glioma","BCL2L1","mRNA","29057925  ","-"
"Neoplasms, Nerve Tissue","Glioma","BCL2L12","mRNA","19806145  ","-"
"Neoplasms, Nerve Tissue","Glioma","BCL6","mRNA","25038272  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","BCOR","mRNA","28966033  ","-"
"Neoplasms, Nerve Tissue","Glioma","BIRC5","mRNA","24279471  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","BMI1","mRNA","29035367  ","-"
"Neoplasms, Nerve Tissue","Glioma","BMP4","mRNA","23590708  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","BMPR1B","mRNA","18167341  ","-"
"Neoplasms, Nerve Tissue","Glioma","BMX","mRNA","21481791  ","-"
"Neoplasms, Nerve Tissue","Glioma","BRAF","mRNA","25785246  28448514  30742119  31919458  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","BRAFV600E","mRNA","30412261  ","-"
"Neoplasms, Nerve Tissue","Glioma","BSG","mRNA","32637597  ","-"
"Neoplasms, Nerve Tissue","Glioma","C12orf57","mRNA","21979894  ","-"
"Neoplasms, Nerve Tissue","Glioma","C1QL1","mRNA","33390587  ","-"
"Neoplasms, Nerve Tissue","Glioma","C3","mRNA","27565396  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","C5AR1","mRNA","32179921  ","-"
"Neoplasms, Nerve Tissue","Glioma","CALB1","mRNA","12124842  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CAMK2A","mRNA","29393370  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CARTPT","mRNA","12187958  ","-"
"Neoplasms, Nerve Tissue","Glioma","CAT","mRNA","21545211  ","-"
"Neoplasms, Nerve Tissue","Glioma","CAVIN1","mRNA","33140095  ","-"
"Neoplasms, Nerve Tissue","Glioma","CBL","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CBR1","mRNA","10700220  ","-"
"Neoplasms, Nerve Tissue","Glioma","CBX5","mRNA","28623138  28946550  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CBX7","mRNA","23746971  ","-"
"Neoplasms, Nerve Tissue","Glioma","CCL2","mRNA","29168083  29500296  31729527  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CCL5","mRNA","31593589  ","-"
"Neoplasms, Nerve Tissue","Glioma","CCN4","mRNA","32541784  ","-"
"Neoplasms, Nerve Tissue","Glioma","CCNB1","mRNA","18593994  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CCND1","mRNA","25939062  26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CCND2","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CCT4","mRNA","26895104  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CCT7","mRNA","26895104  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CD14","mRNA","12835948  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD24","mRNA","29180699  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD248","mRNA","24090655  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD27","mRNA","11980654  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD274","mRNA","23986257  26323609  29532035  32860047  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD34","mRNA","27812792  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD4","mRNA","24375192  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD44","mRNA","21156287  23993863  24607407  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD46","mRNA","23748572  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD63","mRNA","32178271  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD68","mRNA","25411512  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD70","mRNA","28651374  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD81","mRNA","32178271  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD8A","mRNA","29763623  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD9","mRNA","12185197  ","-"
"Neoplasms, Nerve Tissue","Glioma","CD90","mRNA","28408882  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CD99","mRNA","10968705  18552083  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CDK4","mRNA","18772396  26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDK5","mRNA","31488827  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDK6","mRNA","26223576  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDKN1A","mRNA","9650754  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CDKN1B","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDKN1C","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDKN2A","mRNA","11083071  18394558  18772396  19578367  25921285  26618343  27515827  29654229  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CDKN2B","mRNA","18394558  19578366  26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDKN2C","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CDLA-4","mRNA","26658052  ","-"
"Neoplasms, Nerve Tissue","Glioma","CEBPB","mRNA","21811295  ","-"
"Neoplasms, Nerve Tissue","Glioma","CHAF1A","mRNA","24039914  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CHAF1B","mRNA","24039914  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CHD6","mRNA","23707602  ","-"
"Neoplasms, Nerve Tissue","Glioma","CHEK1","mRNA","29781781  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CHEK2","mRNA","17016233  21156285  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CHI3L1","mRNA","15788675  18092325  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CIC","mRNA","21817013  26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","CLIC1","mRNA","27565396  32097463  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CLOCK","mRNA","31919052  ","-"
"Neoplasms, Nerve Tissue","Glioma","CNOT8","mRNA","24039914  ","-"
"Neoplasms, Nerve Tissue","Glioma","CP","mRNA","2356863  ","-"
"Neoplasms, Nerve Tissue","Glioma","CPEB4","mRNA","22138752  28381179  29642043  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CPT1A","mRNA","24618825  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CREB1","mRNA","25084773  ","-"
"Neoplasms, Nerve Tissue","Glioma","CSF-1R","mRNA","27199435  ","-"
"Neoplasms, Nerve Tissue","Glioma","CTNNB1","mRNA","21163964  29245912  29313411  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CTNND2","mRNA","23917401  24071842  ","-"
"Neoplasms, Nerve Tissue","Glioma","CTSD","mRNA","15958563  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","CXCL8","mRNA","28650441  ","-"
"Neoplasms, Nerve Tissue","Glioma","CXCR3-A","mRNA","29146996  ","-"
"Neoplasms, Nerve Tissue","Glioma","CXCR4","mRNA","23540695  ","-"
"Neoplasms, Nerve Tissue","Glioma","DAB2IP","mRNA","22696229  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","DDX3X","mRNA","32553121  ","-"
"Neoplasms, Nerve Tissue","Glioma","DICER1","mRNA","26618343  ","-"
"Neoplasms, Nerve Tissue","Glioma","DIRAS3","mRNA","18302158  ","-"
"Neoplasms, Nerve Tissue","Glioma","DLL3","mRNA","16530701  ","-"
"Neoplasms, Nerve Tissue","Glioma","DLL4","mRNA","23207622  ","-"
"Neoplasms, Nerve Tissue","Glioma","DLX2","mRNA","23331016  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","DMBT1","mRNA","12507139  ","-"
"Neoplasms, Nerve Tissue","Glioma","DPF2","mRNA","29373718  ","-"
"Neoplasms, Nerve Tissue","Glioma","E1F1","mRNA","32276928  ","-"
"Neoplasms, Nerve Tissue","Glioma","E2F1","mRNA","16628012  ","-"
"Neoplasms, Nerve Tissue","Glioma","EBAG9","mRNA","11743045  ","-"
"Neoplasms, Nerve Tissue","Glioma","EFS","mRNA","19271226  ","-"
"Neoplasms, Nerve Tissue","Glioma","EGF","mRNA","21479962  ","-"
"Neoplasms, Nerve Tissue","Glioma","EGFL7","mRNA","30065025  ","-"
"Neoplasms, Nerve Tissue","Glioma","EGFR","mRNA","18394558  20129251  20399149  20531430  21102433  21531791  22059152  22137795  22588882  23533263  23707073  23917401  24071842  24135276  24135280  24893890  25092745  25855404  26424050  26455392  26618343  27515827  27576873  28346443  28604685  28854171  29040782  29703821  29741745  29743610  29760085  29990498  30412261  ","CRMarkerGWAS Catalog"
"Neoplasms, Nerve Tissue","Glioma","EGFRvIII","mRNA","23533263  23707073  24135276  28604685  29377763  29509936  29617843  29660021  29746665  ","-"
"Neoplasms, Nerve Tissue","Glioma","eIF4A3","mRNA","30470262  ","-"
"Neoplasms, Nerve Tissue","Glioma","ELF3","mRNA","15899783  ","-"
"Neoplasms, Nerve Tissue","Glioma","ELF4","mRNA","23217424  ","-"
"Neoplasms, Nerve Tissue","Glioma","ELOVL2","mRNA","31201181  ","-"
"Neoplasms, Nerve Tissue","Glioma","EMP1","mRNA","31233190  ","-"
"Neoplasms, Nerve Tissue","Glioma","ENO1","mRNA","22895339  ","-"
"Neoplasms, Nerve Tissue","Glioma","ENO2","mRNA","22895339  ","-"
"Neoplasms, Nerve Tissue","Glioma","EPB41L3","mRNA","25621889  ","CRMarker"
"Neoplasms, Nerve Tissue","Glioma","EPHA2","mRNA","23238013  ","-"
"Neoplasms, Nerve Tissue","Glioma","EPHA3","mRNA","23410976  ","-"
"Neoplasms, Nerve Tissue","Glioma","EPO","mRNA","31658577  ","-"
"Neoplasms, Nerve Tissue","Glioma","EPPK1","mRNA","28854171  ","-"
"Neoplasms, Nerve Tissue","Glioma","ERBB2","mRNA","29509936  ","-"
"Neoplasms, Nerve Tissue","Glioma","ERN1","mRNA","29311133  ","-"
"Neoplasms, Nerve Tissue","Glioma","EVS","mRNA","33175161  ","-"
"Neoplasms, Nerve Tissue","Glioma","EZH2","mRNA","23684459  23847365  26618343  28263309  29035367  ","-"
"Neoplasms, Nerve Tissue","Glioma","F10","mRNA","22160665  ","CRMarker"
